Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1710703796900,29.71991,chat-01,13.47204,go to ID : 2page-1,False
1710703801679,46.19584,2page-1,1.777313,เลือก Choice No:1,False
1710703833605,50.9761,2page-1,28.90604,กลับแชท,False
