Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1710837967613,12.38473,001,46.66766,sticker3,False
1710837985364,67.8173,001,8.987144,ลอง10โพสต์ก่อนค่ะ,False
1710837993120,83.52473,2bank-6,1.037773,เปิดธนาคาร,False
1710838020325,87.57289,2bank-6,23.27683,กลับแชท,False
1710838042611,110.8497,001,22.58637,prawnthai1,False
