Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1709122456974,15.96045,page-2,5.747784,ดูคอมเม้น,False
1709122458317,21.70823,page-2,1.343077,กดลิ้งค์จริง,True
