Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1718610146268,44.4955,choice-chat-01-story3-1,11.5122,วัดพระธาตุ ดอยสุเทพราชวรวิหาร จ.เชียงใหม,False
1718610300228,117.4102,choice-chat-01,89.87277,go to ID : 3Page-FG,False
1718610332315,212.2834,choice-page1,25.64871,ออกจากเว็บ,False
1718610394205,273.6078,choice-story3-4-1,21.9213,กลับแชท,False
