Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1710844970950,30.1556,chat-01,48.58144,go to ID : 2page-1,False
1710844975343,81.74375,2page-1,1.390251,เลือก Choice No:2,False
1710844980763,86.13706,2page-1,2.400063,กลับแชท,False
1710844996722,95.81763,chat-01,8.690399,go to ID : 2page-2,False
1710845060677,104.508,2page-2,63.94788,กลับแชท,False
1710845130729,222.4259,2page-3,16.03079,กลับแชท,False
1710845141829,243.7333,001,5.883881,sticker3,False
1710845172499,258.4074,001,21.87967,50โพสต์ค่ะ,False
1710845232100,338.7879,2bank-1,1.102753,เปิดธนาคาร,False
1710845259802,342.8941,2bank-1,24.24728,กลับแชท,False
1710845266145,367.1414,001,6.643585,prawnthai1,False
1710845372613,393.5257,001,77.03018,สนใจ,False
1710845399740,476.9698,001,7.092224,โอน,False
1710845400869,484.062,2bank-3,1.131165,เปิดธนาคาร,False
1710845408403,488.2003,2bank-3,3.986053,กลับแชท,False
1710845409511,492.1864,001,1.403656,prawnthai4,False
1710845423507,502.5162,001,5.070465,รับ,False
1710845427395,509.9845,001,1.48999,prawnthai5,False
1710845448436,518.9667,chat-04,13.55042,เปิดแชททั้งหมด,False
1710845545012,532.5172,chat-01,96.57684,เปิดแชทchat-01,False
1710845565322,636.9227,001,12.46832,ทำบุญที่อยุธยา,False
1710845602824,658.4674,001,28.43585,ร้านมันโกง หลายวันแล้วของยังไม่มีเลขแทรคเลย,False
1710845632407,715.1728,2page-4,1.315002,เลือก Choice No:Scroll View (1),False
1710845636637,719.4904,2page-4,1.14624,กลับแชท,False
1710845652065,735.1904,2page-5,0.9561768,เลือก Choice No:Scroll View (1),False
1710845671018,739.152,2page-5,15.93402,กลับแชท,False
1710845687169,770.0993,2page-5,1.151611,เลือก Choice No:Scroll View (1),False
1710845727834,774.258,2page-5,37.63605,กลับแชท,False
1710845742411,825.3513,2page-5,1.140686,เลือก Choice No:Scroll View (1),False
1710845748573,829.4934,2page-5,3.153564,กลับแชท,False
1710845873506,845.53,2page-5,112.0578,เลือก Choice No:Scroll View (1),False
1710845877447,960.5916,2page-5,0.850769,กลับแชท,False
1710845884341,964.0352,001,4.385193,Bmoney,False
1710845889228,970.9855,001,2.322388,30000,False
1710845908530,960.5916,2page-5,32.00116,กลับแชท,False
1710845919228,960.5916,2page-5,42.70563,กลับแชท,False
1710846005137,960.5916,2page-5,128.6071,กลับแชท,False
1710846022315,1091.745,001,14.64844,Bmoney,False
1710846025940,1108.984,001,1.036011,30000,False
1710846056626,960.5916,2page-5,180.0932,กลับแชท,False
1710846084951,1165.202,2page-select,3.80603,Select Bmoney,True
1710846089782,1171.592,001,2.269165,40000,False
1710846113556,1194.522,chat-06,3.115112,เปิดแชททั้งหมด,False
1710846115513,1197.637,chat-01,1.957397,เปิดแชทchat-01,False
